"MTU (UTC)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (UTC)","Intraday Price (EUR/MWh)"
"01/12/2024 08:30:00 - 01/12/2024 08:45:00","BZN|DE-LU","Sequence Sequence 1","67.23","",""
"01/12/2024 08:45:00 - 01/12/2024 09:00:00","BZN|DE-LU","Sequence Sequence 1","69.91","",""
"01/12/2024 09:00:00 - 01/12/2024 09:15:00","BZN|DE-LU","Sequence Sequence 1","63.34","",""
"01/12/2024 09:15:00 - 01/12/2024 09:30:00","BZN|DE-LU","Sequence Sequence 1","66.39","",""
"01/12/2024 09:30:00 - 01/12/2024 09:45:00","BZN|DE-LU","Sequence Sequence 1","65.54","",""
"01/12/2024 09:45:00 - 01/12/2024 10:00:00","BZN|DE-LU","Sequence Sequence 1","65.15","",""
"01/12/2024 10:00:00 - 01/12/2024 10:15:00","BZN|DE-LU","Sequence Sequence 1","66.52","",""
"01/12/2024 10:15:00 - 01/12/2024 10:30:00","BZN|DE-LU","Sequence Sequence 1","58.08","",""
"01/12/2024 10:30:00 - 01/12/2024 10:45:00","BZN|DE-LU","Sequence Sequence 1","60.15","",""
"01/12/2024 10:45:00 - 01/12/2024 11:00:00","BZN|DE-LU","Sequence Sequence 1","61.14","",""
"01/12/2024 11:00:00 - 01/12/2024 11:15:00","BZN|DE-LU","Sequence Sequence 1","53.67","",""
"01/12/2024 11:15:00 - 01/12/2024 11:30:00","BZN|DE-LU","Sequence Sequence 1","54.11","",""
"01/12/2024 11:30:00 - 01/12/2024 11:45:00","BZN|DE-LU","Sequence Sequence 1","53.66","",""
"01/12/2024 11:45:00 - 01/12/2024 12:00:00","BZN|DE-LU","Sequence Sequence 1","52.29","",""
"01/12/2024 12:00:00 - 01/12/2024 12:15:00","BZN|DE-LU","Sequence Sequence 1","45.21","",""
"01/12/2024 12:15:00 - 01/12/2024 12:30:00","BZN|DE-LU","Sequence Sequence 1","43.87","",""
"01/12/2024 12:30:00 - 01/12/2024 12:45:00","BZN|DE-LU","Sequence Sequence 1","43.70","",""
"01/12/2024 12:45:00 - 01/12/2024 13:00:00","BZN|DE-LU","Sequence Sequence 1","42.55","",""
"01/12/2024 13:00:00 - 01/12/2024 13:15:00","BZN|DE-LU","Sequence Sequence 1","39.00","",""
"01/12/2024 13:15:00 - 01/12/2024 13:30:00","BZN|DE-LU","Sequence Sequence 1","39.63","",""
"01/12/2024 13:30:00 - 01/12/2024 13:45:00","BZN|DE-LU","Sequence Sequence 1","36.25","",""
"01/12/2024 13:45:00 - 01/12/2024 14:00:00","BZN|DE-LU","Sequence Sequence 1","37.27","",""
"01/12/2024 14:00:00 - 01/12/2024 14:15:00","BZN|DE-LU","Sequence Sequence 1","33.39","",""
"01/12/2024 14:15:00 - 01/12/2024 14:30:00","BZN|DE-LU","Sequence Sequence 1","32.43","",""
"01/12/2024 14:30:00 - 01/12/2024 14:45:00","BZN|DE-LU","Sequence Sequence 1","31.97","",""
"01/12/2024 14:45:00 - 01/12/2024 15:00:00","BZN|DE-LU","Sequence Sequence 1","30.73","",""
"01/12/2024 15:00:00 - 01/12/2024 15:15:00","BZN|DE-LU","Sequence Sequence 1","22.72","",""
"01/12/2024 15:15:00 - 01/12/2024 15:30:00","BZN|DE-LU","Sequence Sequence 1","22.94","",""
"01/12/2024 15:30:00 - 01/12/2024 15:45:00","BZN|DE-LU","Sequence Sequence 1","24.44","",""
"01/12/2024 15:45:00 - 01/12/2024 16:00:00","BZN|DE-LU","Sequence Sequence 1","24.85","",""
"01/12/2024 16:00:00 - 01/12/2024 16:15:00","BZN|DE-LU","Sequence Sequence 1","17.27","",""
"01/12/2024 16:15:00 - 01/12/2024 16:30:00","BZN|DE-LU","Sequence Sequence 1","21.70","",""
"01/12/2024 16:30:00 - 01/12/2024 16:45:00","BZN|DE-LU","Sequence Sequence 1","22.02","",""
"01/12/2024 16:45:00 - 01/12/2024 17:00:00","BZN|DE-LU","Sequence Sequence 1","20.79","",""
"01/12/2024 17:00:00 - 01/12/2024 17:15:00","BZN|DE-LU","Sequence Sequence 1","19.22","",""
"01/12/2024 17:15:00 - 01/12/2024 17:30:00","BZN|DE-LU","Sequence Sequence 1","17.49","",""
"01/12/2024 17:30:00 - 01/12/2024 17:45:00","BZN|DE-LU","Sequence Sequence 1","16.76","",""
"01/12/2024 17:45:00 - 01/12/2024 18:00:00","BZN|DE-LU","Sequence Sequence 1","16.31","",""
"01/12/2024 18:00:00 - 01/12/2024 18:15:00","BZN|DE-LU","Sequence Sequence 1","14.55","",""
"01/12/2024 18:15:00 - 01/12/2024 18:30:00","BZN|DE-LU","Sequence Sequence 1","15.18","",""
"01/12/2024 18:30:00 - 01/12/2024 18:45:00","BZN|DE-LU","Sequence Sequence 1","13.11","",""
"01/12/2024 18:45:00 - 01/12/2024 19:00:00","BZN|DE-LU","Sequence Sequence 1","15.02","",""
"01/12/2024 19:00:00 - 01/12/2024 19:15:00","BZN|DE-LU","Sequence Sequence 1","13.87","",""
"01/12/2024 19:15:00 - 01/12/2024 19:30:00","BZN|DE-LU","Sequence Sequence 1","14.61","",""
"01/12/2024 19:30:00 - 01/12/2024 19:45:00","BZN|DE-LU","Sequence Sequence 1","18.67","",""
"01/12/2024 19:45:00 - 01/12/2024 20:00:00","BZN|DE-LU","Sequence Sequence 1","18.57","",""
"01/12/2024 20:00:00 - 01/12/2024 20:15:00","BZN|DE-LU","Sequence Sequence 1","17.53","",""
"01/12/2024 20:15:00 - 01/12/2024 20:30:00","BZN|DE-LU","Sequence Sequence 1","20.95","",""
"01/12/2024 20:30:00 - 01/12/2024 20:45:00","BZN|DE-LU","Sequence Sequence 1","18.03","",""
"01/12/2024 20:45:00 - 01/12/2024 21:00:00","BZN|DE-LU","Sequence Sequence 1","17.88","",""
"01/12/2024 21:00:00 - 01/12/2024 21:15:00","BZN|DE-LU","Sequence Sequence 1","26.76","",""
"01/12/2024 21:15:00 - 01/12/2024 21:30:00","BZN|DE-LU","Sequence Sequence 1","21.78","",""
"01/12/2024 21:30:00 - 01/12/2024 21:45:00","BZN|DE-LU","Sequence Sequence 1","20.40","",""
"01/12/2024 21:45:00 - 01/12/2024 22:00:00","BZN|DE-LU","Sequence Sequence 1","22.64","",""
"01/12/2024 22:00:00 - 01/12/2024 22:15:00","BZN|DE-LU","Sequence Sequence 1","28.98","",""
"01/12/2024 22:15:00 - 01/12/2024 22:30:00","BZN|DE-LU","Sequence Sequence 1","29.44","",""
"01/12/2024 22:30:00 - 01/12/2024 22:45:00","BZN|DE-LU","Sequence Sequence 1","26.75","",""
"01/12/2024 22:45:00 - 01/12/2024 23:00:00","BZN|DE-LU","Sequence Sequence 1","30.89","",""
"01/12/2024 23:00:00 - 01/12/2024 23:15:00","BZN|DE-LU","Sequence Sequence 1","41.22","",""
"01/12/2024 23:15:00 - 01/12/2024 23:30:00","BZN|DE-LU","Sequence Sequence 1","38.03","",""
"01/12/2024 23:30:00 - 01/12/2024 23:45:00","BZN|DE-LU","Sequence Sequence 1","36.98","",""
"01/12/2024 23:45:00 - 02/12/2024 00:00:00","BZN|DE-LU","Sequence Sequence 1","38.76","",""
"02/12/2024 00:00:00 - 02/12/2024 00:15:00","BZN|DE-LU","Sequence Sequence 1","45.79","",""
"02/12/2024 00:15:00 - 02/12/2024 00:30:00","BZN|DE-LU","Sequence Sequence 1","45.75","",""
"02/12/2024 00:30:00 - 02/12/2024 00:45:00","BZN|DE-LU","Sequence Sequence 1","45.47","",""
"02/12/2024 00:45:00 - 02/12/2024 01:00:00","BZN|DE-LU","Sequence Sequence 1","46.07","",""
"02/12/2024 01:00:00 - 02/12/2024 01:15:00","BZN|DE-LU","Sequence Sequence 1","52.58","",""
"02/12/2024 01:15:00 - 02/12/2024 01:30:00","BZN|DE-LU","Sequence Sequence 1","50.15","",""
"02/12/2024 01:30:00 - 02/12/2024 01:45:00","BZN|DE-LU","Sequence Sequence 1","57.10","",""
"02/12/2024 01:45:00 - 02/12/2024 02:00:00","BZN|DE-LU","Sequence Sequence 1","54.46","",""
"02/12/2024 02:00:00 - 02/12/2024 02:15:00","BZN|DE-LU","Sequence Sequence 1","59.23","",""
"02/12/2024 02:15:00 - 02/12/2024 02:30:00","BZN|DE-LU","Sequence Sequence 1","61.34","",""
"02/12/2024 02:30:00 - 02/12/2024 02:45:00","BZN|DE-LU","Sequence Sequence 1","58.38","",""
"02/12/2024 02:45:00 - 02/12/2024 03:00:00","BZN|DE-LU","Sequence Sequence 1","61.40","",""
"02/12/2024 03:00:00 - 02/12/2024 03:15:00","BZN|DE-LU","Sequence Sequence 1","68.34","",""
"02/12/2024 03:15:00 - 02/12/2024 03:30:00","BZN|DE-LU","Sequence Sequence 1","68.92","",""
"02/12/2024 03:30:00 - 02/12/2024 03:45:00","BZN|DE-LU","Sequence Sequence 1","67.99","",""
"02/12/2024 03:45:00 - 02/12/2024 04:00:00","BZN|DE-LU","Sequence Sequence 1","66.47","",""
"02/12/2024 04:00:00 - 02/12/2024 04:15:00","BZN|DE-LU","Sequence Sequence 1","73.67","",""
"02/12/2024 04:15:00 - 02/12/2024 04:30:00","BZN|DE-LU","Sequence Sequence 1","70.51","",""
"02/12/2024 04:30:00 - 02/12/2024 04:45:00","BZN|DE-LU","Sequence Sequence 1","72.22","",""
"02/12/2024 04:45:00 - 02/12/2024 05:00:00","BZN|DE-LU","Sequence Sequence 1","70.16","",""
"02/12/2024 05:00:00 - 02/12/2024 05:15:00","BZN|DE-LU","Sequence Sequence 1","75.08","",""
"02/12/2024 05:15:00 - 02/12/2024 05:30:00","BZN|DE-LU","Sequence Sequence 1","77.60","",""
"02/12/2024 05:30:00 - 02/12/2024 05:45:00","BZN|DE-LU","Sequence Sequence 1","76.16","",""
"02/12/2024 05:45:00 - 02/12/2024 06:00:00","BZN|DE-LU","Sequence Sequence 1","76.46","",""
"02/12/2024 06:00:00 - 02/12/2024 06:15:00","BZN|DE-LU","Sequence Sequence 1","77.87","",""
"02/12/2024 06:15:00 - 02/12/2024 06:30:00","BZN|DE-LU","Sequence Sequence 1","75.50","",""
"02/12/2024 06:30:00 - 02/12/2024 06:45:00","BZN|DE-LU","Sequence Sequence 1","73.89","",""
"02/12/2024 06:45:00 - 02/12/2024 07:00:00","BZN|DE-LU","Sequence Sequence 1","71.93","",""
"02/12/2024 07:00:00 - 02/12/2024 07:15:00","BZN|DE-LU","Sequence Sequence 1","72.45","",""
"02/12/2024 07:15:00 - 02/12/2024 07:30:00","BZN|DE-LU","Sequence Sequence 1","74.85","",""
"02/12/2024 07:30:00 - 02/12/2024 07:45:00","BZN|DE-LU","Sequence Sequence 1","70.55","",""
"02/12/2024 07:45:00 - 02/12/2024 08:00:00","BZN|DE-LU","Sequence Sequence 1","74.97","",""
"02/12/2024 08:00:00 - 02/12/2024 08:15:00","BZN|DE-LU","Sequence Sequence 1","72.61","",""
"02/12/2024 08:15:00 - 02/12/2024 08:30:00","BZN|DE-LU","Sequence Sequence 1","68.49","",""
"02/12/2024 08:30:00 - 02/12/2024 08:45:00","BZN|DE-LU","Sequence Sequence 1","73.38","",""
"02/12/2024 08:45:00 - 02/12/2024 09:00:00","BZN|DE-LU","Sequence Sequence 1","70.78","",""
"02/12/2024 09:00:00 - 02/12/2024 09:15:00","BZN|DE-LU","Sequence Sequence 1","63.58","",""
"02/12/2024 09:15:00 - 02/12/2024 09:30:00","BZN|DE-LU","Sequence Sequence 1","63.47","",""
"02/12/2024 09:30:00 - 02/12/2024 09:45:00","BZN|DE-LU","Sequence Sequence 1","66.74","",""
"02/12/2024 09:45:00 - 02/12/2024 10:00:00","BZN|DE-LU","Sequence Sequence 1","67.02","",""
"02/12/2024 10:00:00 - 02/12/2024 10:15:00","BZN|DE-LU","Sequence Sequence 1","60.61","",""
"02/12/2024 10:15:00 - 02/12/2024 10:30:00","BZN|DE-LU","Sequence Sequence 1","62.71","",""
"02/12/2024 10:30:00 - 02/12/2024 10:45:00","BZN|DE-LU","Sequence Sequence 1","60.76","",""
"02/12/2024 10:45:00 - 02/12/2024 11:00:00","BZN|DE-LU","Sequence Sequence 1","59.48","",""
"02/12/2024 11:00:00 - 02/12/2024 11:15:00","BZN|DE-LU","Sequence Sequence 1","52.76","",""
"02/12/2024 11:15:00 - 02/12/2024 11:30:00","BZN|DE-LU","Sequence Sequence 1","55.57","",""
"02/12/2024 11:30:00 - 02/12/2024 11:45:00","BZN|DE-LU","Sequence Sequence 1","51.16","",""
"02/12/2024 11:45:00 - 02/12/2024 12:00:00","BZN|DE-LU","Sequence Sequence 1","53.72","",""
"02/12/2024 12:00:00 - 02/12/2024 12:15:00","BZN|DE-LU","Sequence Sequence 1","46.05","",""
"02/12/2024 12:15:00 - 02/12/2024 12:30:00","BZN|DE-LU","Sequence Sequence 1","47.68","",""
"02/12/2024 12:30:00 - 02/12/2024 12:45:00","BZN|DE-LU","Sequence Sequence 1","45.86","",""
"02/12/2024 12:45:00 - 02/12/2024 13:00:00","BZN|DE-LU","Sequence Sequence 1","43.72","",""
"02/12/2024 13:00:00 - 02/12/2024 13:15:00","BZN|DE-LU","Sequence Sequence 1","38.26","",""
"02/12/2024 13:15:00 - 02/12/2024 13:30:00","BZN|DE-LU","Sequence Sequence 1","39.31","",""
"02/12/2024 13:30:00 - 02/12/2024 13:45:00","BZN|DE-LU","Sequence Sequence 1","38.15","",""
"02/12/2024 13:45:00 - 02/12/2024 14:00:00","BZN|DE-LU","Sequence Sequence 1","40.07","",""
"02/12/2024 14:00:00 - 02/12/2024 14:15:00","BZN|DE-LU","Sequence Sequence 1","28.02","",""
"02/12/2024 14:15:00 - 02/12/2024 14:30:00","BZN|DE-LU","Sequence Sequence 1","30.32","",""
"02/12/2024 14:30:00 - 02/12/2024 14:45:00","BZN|DE-LU","Sequence Sequence 1","30.65","",""
"02/12/2024 14:45:00 - 02/12/2024 15:00:00","BZN|DE-LU","Sequence Sequence 1","32.18","",""
"02/12/2024 15:00:00 - 02/12/2024 15:15:00","BZN|DE-LU","Sequence Sequence 1","26.22","",""
"02/12/2024 15:15:00 - 02/12/2024 15:30:00","BZN|DE-LU","Sequence Sequence 1","24.47","",""
"02/12/2024 15:30:00 - 02/12/2024 15:45:00","BZN|DE-LU","Sequence Sequence 1","23.70","",""
"02/12/2024 15:45:00 - 02/12/2024 16:00:00","BZN|DE-LU","Sequence Sequence 1","24.80","",""
"02/12/2024 16:00:00 - 02/12/2024 16:15:00","BZN|DE-LU","Sequence Sequence 1","17.38","",""
"02/12/2024 16:15:00 - 02/12/2024 16:30:00","BZN|DE-LU","Sequence Sequence 1","18.68","",""
"02/12/2024 16:30:00 - 02/12/2024 16:45:00","BZN|DE-LU","Sequence Sequence 1","20.80","",""
"02/12/2024 16:45:00 - 02/12/2024 17:00:00","BZN|DE-LU","Sequence Sequence 1","20.36","",""
"02/12/2024 17:00:00 - 02/12/2024 17:15:00","BZN|DE-LU","Sequence Sequence 1","15.34","",""
"02/12/2024 17:15:00 - 02/12/2024 17:30:00","BZN|DE-LU","Sequence Sequence 1","15.10","",""
"02/12/2024 17:30:00 - 02/12/2024 17:45:00","BZN|DE-LU","Sequence Sequence 1","15.06","",""
"02/12/2024 17:45:00 - 02/12/2024 18:00:00","BZN|DE-LU","Sequence Sequence 1","15.20","",""
"02/12/2024 18:00:00 - 02/12/2024 18:15:00","BZN|DE-LU","Sequence Sequence 1","15.93","",""
"02/12/2024 18:15:00 - 02/12/2024 18:30:00","BZN|DE-LU","Sequence Sequence 1","18.04","",""
"02/12/2024 18:30:00 - 02/12/2024 18:45:00","BZN|DE-LU","Sequence Sequence 1","18.28","",""
"02/12/2024 18:45:00 - 02/12/2024 19:00:00","BZN|DE-LU","Sequence Sequence 1","13.79","",""
"02/12/2024 19:00:00 - 02/12/2024 19:15:00","BZN|DE-LU","Sequence Sequence 1","17.32","",""
"02/12/2024 19:15:00 - 02/12/2024 19:30:00","BZN|DE-LU","Sequence Sequence 1","17.22","",""
"02/12/2024 19:30:00 - 02/12/2024 19:45:00","BZN|DE-LU","Sequence Sequence 1","17.08","",""
"02/12/2024 19:45:00 - 02/12/2024 20:00:00","BZN|DE-LU","Sequence Sequence 1","14.71","",""
"02/12/2024 20:00:00 - 02/12/2024 20:15:00","BZN|DE-LU","Sequence Sequence 1","18.17","",""
"02/12/2024 20:15:00 - 02/12/2024 20:30:00","BZN|DE-LU","Sequence Sequence 1","20.35","",""
"02/12/2024 20:30:00 - 02/12/2024 20:45:00","BZN|DE-LU","Sequence Sequence 1","18.89","",""
"02/12/2024 20:45:00 - 02/12/2024 21:00:00","BZN|DE-LU","Sequence Sequence 1","19.84","",""
"02/12/2024 21:00:00 - 02/12/2024 21:15:00","BZN|DE-LU","Sequence Sequence 1","22.40","",""
"02/12/2024 21:15:00 - 02/12/2024 21:30:00","BZN|DE-LU","Sequence Sequence 1","23.45","",""
"02/12/2024 21:30:00 - 02/12/2024 21:45:00","BZN|DE-LU","Sequence Sequence 1","21.76","",""
"02/12/2024 21:45:00 - 02/12/2024 22:00:00","BZN|DE-LU","Sequence Sequence 1","24.95","",""
"02/12/2024 22:00:00 - 02/12/2024 22:15:00","BZN|DE-LU","Sequence Sequence 1","29.94","",""
"02/12/2024 22:15:00 - 02/12/2024 22:30:00","BZN|DE-LU","Sequence Sequence 1","31.17","",""
"02/12/2024 22:30:00 - 02/12/2024 22:45:00","BZN|DE-LU","Sequence Sequence 1","29.90","",""
"02/12/2024 22:45:00 - 02/12/2024 23:00:00","BZN|DE-LU","Sequence Sequence 1","31.11","",""
"02/12/2024 23:00:00 - 02/12/2024 23:15:00","BZN|DE-LU","Sequence Sequence 1","41.48","",""
"02/12/2024 23:15:00 - 02/12/2024 23:30:00","BZN|DE-LU","Sequence Sequence 1","36.83","",""
"02/12/2024 23:30:00 - 02/12/2024 23:45:00","BZN|DE-LU","Sequence Sequence 1","38.86","",""
"02/12/2024 23:45:00 - 03/12/2024 00:00:00","BZN|DE-LU","Sequence Sequence 1","36.55","",""
"03/12/2024 00:00:00 - 03/12/2024 00:15:00","BZN|DE-LU","Sequence Sequence 1","45.83","",""
"03/12/2024 00:15:00 - 03/12/2024 00:30:00","BZN|DE-LU","Sequence Sequence 1","47.04","",""
"03/12/2024 00:30:00 - 03/12/2024 00:45:00","BZN|DE-LU","Sequence Sequence 1","46.66","",""
"03/12/2024 00:45:00 - 03/12/2024 01:00:00","BZN|DE-LU","Sequence Sequence 1","47.48","",""
"03/12/2024 01:00:00 - 03/12/2024 01:15:00","BZN|DE-LU","Sequence Sequence 1","55.77","",""
"03/12/2024 01:15:00 - 03/12/2024 01:30:00","BZN|DE-LU","Sequence Sequence 1","55.19","",""
"03/12/2024 01:30:00 - 03/12/2024 01:45:00","BZN|DE-LU","Sequence Sequence 1","55.70","",""
"03/12/2024 01:45:00 - 03/12/2024 02:00:00","BZN|DE-LU","Sequence Sequence 1","54.28","",""
"03/12/2024 02:00:00 - 03/12/2024 02:15:00","BZN|DE-LU","Sequence Sequence 1","59.64","",""
"03/12/2024 02:15:00 - 03/12/2024 02:30:00","BZN|DE-LU","Sequence Sequence 1","62.69","",""
"03/12/2024 02:30:00 - 03/12/2024 02:45:00","BZN|DE-LU","Sequence Sequence 1","60.33","",""
"03/12/2024 02:45:00 - 03/12/2024 03:00:00","BZN|DE-LU","Sequence Sequence 1","62.48","",""
"03/12/2024 03:00:00 - 03/12/2024 03:15:00","BZN|DE-LU","Sequence Sequence 1","64.80","",""
"03/12/2024 03:15:00 - 03/12/2024 03:30:00","BZN|DE-LU","Sequence Sequence 1","66.60","",""
"03/12/2024 03:30:00 - 03/12/2024 03:45:00","BZN|DE-LU","Sequence Sequence 1","65.92","",""
"03/12/2024 03:45:00 - 03/12/2024 04:00:00","BZN|DE-LU","Sequence Sequence 1","68.09","",""
"03/12/2024 04:00:00 - 03/12/2024 04:15:00","BZN|DE-LU","Sequence Sequence 1","70.92","",""
"03/12/2024 04:15:00 - 03/12/2024 04:30:00","BZN|DE-LU","Sequence Sequence 1","72.04","",""
"03/12/2024 04:30:00 - 03/12/2024 04:45:00","BZN|DE-LU","Sequence Sequence 1","71.78","",""
"03/12/2024 04:45:00 - 03/12/2024 05:00:00","BZN|DE-LU","Sequence Sequence 1","74.13","",""
"03/12/2024 05:00:00 - 03/12/2024 05:15:00","BZN|DE-LU","Sequence Sequence 1","76.01","",""
"03/12/2024 05:15:00 - 03/12/2024 05:30:00","BZN|DE-LU","Sequence Sequence 1","75.65","",""
"03/12/2024 05:30:00 - 03/12/2024 05:45:00","BZN|DE-LU","Sequence Sequence 1","75.11","",""
"03/12/2024 05:45:00 - 03/12/2024 06:00:00","BZN|DE-LU","Sequence Sequence 1","73.54","",""
"03/12/2024 06:00:00 - 03/12/2024 06:15:00","BZN|DE-LU","Sequence Sequence 1","74.34","",""
"03/12/2024 06:15:00 - 03/12/2024 06:30:00","BZN|DE-LU","Sequence Sequence 1","76.65","",""
"03/12/2024 06:30:00 - 03/12/2024 06:45:00","BZN|DE-LU","Sequence Sequence 1","73.27","",""
"03/12/2024 06:45:00 - 03/12/2024 07:00:00","BZN|DE-LU","Sequence Sequence 1","76.02","",""
"03/12/2024 07:00:00 - 03/12/2024 07:15:00","BZN|DE-LU","Sequence Sequence 1","75.29","",""
"03/12/2024 07:15:00 - 03/12/2024 07:30:00","BZN|DE-LU","Sequence Sequence 1","72.25","",""
"03/12/2024 07:30:00 - 03/12/2024 07:45:00","BZN|DE-LU","Sequence Sequence 1","74.96","",""
"03/12/2024 07:45:00 - 03/12/2024 08:00:00","BZN|DE-LU","Sequence Sequence 1","75.08","",""
"03/12/2024 08:00:00 - 03/12/2024 08:15:00","BZN|DE-LU","Sequence Sequence 1","76.23","",""
"03/12/2024 08:15:00 - 03/12/2024 08:30:00","BZN|DE-LU","Sequence Sequence 1","72.09","",""
"03/12/2024 08:30:00 - 03/12/2024 08:45:00","BZN|DE-LU","Sequence Sequence 1","73.82","",""
"03/12/2024 08:45:00 - 03/12/2024 09:00:00","BZN|DE-LU","Sequence Sequence 1","72.97","",""
"03/12/2024 09:00:00 - 03/12/2024 09:15:00","BZN|DE-LU","Sequence Sequence 1","67.82","",""
"03/12/2024 09:15:00 - 03/12/2024 09:30:00","BZN|DE-LU","Sequence Sequence 1","68.97","",""
"03/12/2024 09:30:00 - 03/12/2024 09:45:00","BZN|DE-LU","Sequence Sequence 1","64.42","",""
"03/12/2024 09:45:00 - 03/12/2024 10:00:00","BZN|DE-LU","Sequence Sequence 1","67.13","",""
"03/12/2024 10:00:00 - 03/12/2024 10:15:00","BZN|DE-LU","Sequence Sequence 1","61.66","",""
"03/12/2024 10:15:00 - 03/12/2024 10:30:00","BZN|DE-LU","Sequence Sequence 1","59.17","",""
"03/12/2024 10:30:00 - 03/12/2024 10:45:00","BZN|DE-LU","Sequence Sequence 1","61.00","",""
"03/12/2024 10:45:00 - 03/12/2024 11:00:00","BZN|DE-LU","Sequence Sequence 1","61.28","",""
"03/12/2024 11:00:00 - 03/12/2024 11:15:00","BZN|DE-LU","Sequence Sequence 1","53.52","",""
"03/12/2024 11:15:00 - 03/12/2024 11:30:00","BZN|DE-LU","Sequence Sequence 1","52.08","",""
"03/12/2024 11:30:00 - 03/12/2024 11:45:00","BZN|DE-LU","Sequence Sequence 1","52.35","",""
"03/12/2024 11:45:00 - 03/12/2024 12:00:00","BZN|DE-LU","Sequence Sequence 1","53.22","",""
"03/12/2024 12:00:00 - 03/12/2024 12:15:00","BZN|DE-LU","Sequence Sequence 1","46.86","",""
"03/12/2024 12:15:00 - 03/12/2024 12:30:00","BZN|DE-LU","Sequence Sequence 1","46.28","",""
"03/12/2024 12:30:00 - 03/12/2024 12:45:00","BZN|DE-LU","Sequence Sequence 1","46.49","",""
"03/12/2024 12:45:00 - 03/12/2024 13:00:00","BZN|DE-LU","Sequence Sequence 1","45.63","",""
"03/12/2024 13:00:00 - 03/12/2024 13:15:00","BZN|DE-LU","Sequence Sequence 1","36.65","",""
"03/12/2024 13:15:00 - 03/12/2024 13:30:00","BZN|DE-LU","Sequence Sequence 1","37.72","",""
"03/12/2024 13:30:00 - 03/12/2024 13:45:00","BZN|DE-LU","Sequence Sequence 1","36.66","",""
"03/12/2024 13:45:00 - 03/12/2024 14:00:00","BZN|DE-LU","Sequence Sequence 1","32.27","",""
"03/12/2024 14:00:00 - 03/12/2024 14:15:00","BZN|DE-LU","Sequence Sequence 1","31.07","",""
"03/12/2024 14:15:00 - 03/12/2024 14:30:00","BZN|DE-LU","Sequence Sequence 1","30.57","",""
"03/12/2024 14:30:00 - 03/12/2024 14:45:00","BZN|DE-LU","Sequence Sequence 1","33.57","",""
"03/12/2024 14:45:00 - 03/12/2024 15:00:00","BZN|DE-LU","Sequence Sequence 1","32.47","",""
"03/12/2024 15:00:00 - 03/12/2024 15:15:00","BZN|DE-LU","Sequence Sequence 1","25.83","",""
"03/12/2024 15:15:00 - 03/12/2024 15:30:00","BZN|DE-LU","Sequence Sequence 1","22.88","",""
"03/12/2024 15:30:00 - 03/12/2024 15:45:00","BZN|DE-LU","Sequence Sequence 1","26.92","",""
"03/12/2024 15:45:00 - 03/12/2024 16:00:00","BZN|DE-LU","Sequence Sequence 1","25.16","",""
"03/12/2024 16:00:00 - 03/12/2024 16:15:00","BZN|DE-LU","Sequence Sequence 1","19.40","",""
"03/12/2024 16:15:00 - 03/12/2024 16:30:00","BZN|DE-LU","Sequence Sequence 1","18.55","",""
"03/12/2024 16:30:00 - 03/12/2024 16:45:00","BZN|DE-LU","Sequence Sequence 1","18.80","",""
"03/12/2024 16:45:00 - 03/12/2024 17:00:00","BZN|DE-LU","Sequence Sequence 1","19.60","",""
"03/12/2024 17:00:00 - 03/12/2024 17:15:00","BZN|DE-LU","Sequence Sequence 1","15.06","",""
"03/12/2024 17:15:00 - 03/12/2024 17:30:00","BZN|DE-LU","Sequence Sequence 1","17.19","",""
"03/12/2024 17:30:00 - 03/12/2024 17:45:00","BZN|DE-LU","Sequence Sequence 1","16.79","",""
"03/12/2024 17:45:00 - 03/12/2024 18:00:00","BZN|DE-LU","Sequence Sequence 1","18.49","",""
"03/12/2024 18:00:00 - 03/12/2024 18:15:00","BZN|DE-LU","Sequence Sequence 1","15.80","",""
"03/12/2024 18:15:00 - 03/12/2024 18:30:00","BZN|DE-LU","Sequence Sequence 1","12.45","",""
"03/12/2024 18:30:00 - 03/12/2024 18:45:00","BZN|DE-LU","Sequence Sequence 1","15.47","",""
"03/12/2024 18:45:00 - 03/12/2024 19:00:00","BZN|DE-LU","Sequence Sequence 1","13.84","",""
"03/12/2024 19:00:00 - 03/12/2024 19:15:00","BZN|DE-LU","Sequence Sequence 1","15.92","",""
"03/12/2024 19:15:00 - 03/12/2024 19:30:00","BZN|DE-LU","Sequence Sequence 1","15.23","",""
"03/12/2024 19:30:00 - 03/12/2024 19:45:00","BZN|DE-LU","Sequence Sequence 1","21.30","",""
"03/12/2024 19:45:00 - 03/12/2024 20:00:00","BZN|DE-LU","Sequence Sequence 1","16.44","",""
"03/12/2024 20:00:00 - 03/12/2024 20:15:00","BZN|DE-LU","Sequence Sequence 1","21.55","",""
"03/12/2024 20:15:00 - 03/12/2024 20:30:00","BZN|DE-LU","Sequence Sequence 1","19.50","",""
"03/12/2024 20:30:00 - 03/12/2024 20:45:00","BZN|DE-LU","Sequence Sequence 1","19.66","",""
"03/12/2024 20:45:00 - 03/12/2024 21:00:00","BZN|DE-LU","Sequence Sequence 1","19.16","",""
"03/12/2024 21:00:00 - 03/12/2024 21:15:00","BZN|DE-LU","Sequence Sequence 1","23.49","",""
"03/12/2024 21:15:00 - 03/12/2024 21:30:00","BZN|DE-LU","Sequence Sequence 1","23.53","",""
